Measured transfer rate
112193.98
104217.90
105775.19
104434.84
100282.60
103202.08
104513.56
108755.48
103970.14
100267.85
110167.37
104220.85
103323.17
101672.19
102270.04
108813.19
114269.81
100462.62
97844.27
105824.43
103873.28
104091.56
98764.19
104251.61
96836.63
101720.51
109502.96
99108.34
100623.27
101544.21
103431.41
100758.80
99430.46
107369.90
106436.32
101130.45
62809.19
98036.12
99033.87
117566.59
105890.55
109355.54
99926.68
100567.36
135499.41
99563.98
111459.61
99643.32
101609.48
101105.87
108024.51
100202.57
110579.69
99941.32
101198.15
103618.18
102022.75
103538.23
104400.08
103581.02
98219.19
97596.93
101735.33
97874.80
105584.95
95941.58
95984.92
112140.12
97796.13
102231.54
98119.77
95645.08
102799.23
102564.07
106457.20
124049.00
98891.76
103030.93
95775.03
103703.19
95991.36
99706.84
102602.29
100992.34
101793.07
92068.50
106065.77
95866.61
96103.99
98378.34
101246.02
104476.71
103183.20
97957.03
103374.90
103980.10
71707.14
102855.66
99340.68
104368.87
