Measured transfer rate
2256817.53
2251847.37
2258043.86
2267675.14
2280834.66
2276002.94
2223301.29
2275289.69
2303604.90
2292003.83
2328760.08
2346015.34
2301197.73
2277140.27
2287178.70
2300178.79
2270409.76
2220014.46
2255280.96
2324351.72
2246498.37
2264810.92
2269509.98
2288584.88
2260670.47
2275963.63
2345354.31
2236732.33
2288442.43
2278084.90
2248860.39
2294836.70
2272956.13
2258321.41
2251776.76
2288450.46
2233891.65
2298222.74
2303042.77
2247426.79
2275275.12
2319023.44
2306563.76
2296651.02
2252700.75
2303449.41
2301111.19
2277128.33
2297173.74
2269898.13
2273227.22
2276408.04
2262020.38
2264056.00
2273663.51
2228655.18
2253787.33
2298653.36
1872475.27
2269176.99
2248846.45
2281853.39
2253495.02
2209930.09
2304225.40
2275012.66
2262062.41
2272046.84
2246702.06
2248205.71
2245848.06
2273874.22
2275716.02
2248666.65
2282154.88
2288823.38
2289627.24
2264029.34
2277465.87
2296031.89
2258330.98
2288890.68
2289843.16
2229677.56
2252826.96
2246076.59
2259710.75
2277467.64
2266868.65
2214544.44
2176141.13
2308739.46
2239773.70
2173576.38
2274428.67
2292300.55
2270242.02
2280100.49
2269562.54
2284767.88
