Measured transfer rate
2826051.71
2873313.88
2858987.68
2995948.83
2878079.96
2933240.72
2920738.70
2918341.80
2879181.00
2889597.75
2865998.40
2896627.22
2969387.39
3033735.73
2983208.95
2923069.12
2866158.33
2840896.93
2854191.96
2930804.22
2920402.69
2943273.82
2858740.06
2885025.05
2889652.33
2913321.90
2913472.67
2974681.49
2934697.91
2863454.14
2861076.55
2876630.23
2914783.26
2938418.64
2858677.58
2890875.78
2871840.81
2916695.27
2980966.55
2883670.18
2824352.79
2841646.75
2824947.60
2930141.07
2857769.02
2873027.17
2904110.41
2891273.92
2885608.54
2901218.85
2869712.33
2930898.46
2933003.30
2843003.54
2890124.44
2838055.88
2846059.15
2885475.78
2895087.52
2874891.58
2847626.87
2842320.27
2857120.87
2916001.99
2897802.88
2910114.93
2899641.53
2970072.19
2965690.86
2925465.04
2894274.00
2900966.73
2860176.70
2848535.91
2941868.62
2830648.96
2882269.11
2912907.29
2859284.84
2861297.82
2844330.12
2915671.42
2983215.53
2957983.86
2854277.17
2878524.98
2832498.88
2893523.28
2873916.35
2902348.69
2970224.63
2957900.81
2949798.88
2988753.31
2937736.34
2912788.88
2914910.76
2910584.13
2875139.66
2859145.90
